ID,ExpiryDate,Strike,DateAndTime,Timestamp,Volume,VWAP,IntervalTotalCost
317,2020-08-07,55,2020-07-20T11:05:00,1595257500,2,1.28,256
318,2020-08-07,55,2020-07-20T11:45:00,1595259900,1,1.35,135
319,2020-08-07,55,2020-07-20T14:30:00,1595269800,1,1.24,124
320,2020-08-07,55,2020-07-20T15:35:00,1595273700,1,1.09,109
321,2020-08-07,55,2020-07-20T15:50:00,1595274600,1,0.94,94
322,2020-08-07,55,2020-07-21T13:40:00,1595353200,1,0.8,80
323,2020-08-07,55,2020-07-22T09:30:00,1595424600,10,1.16,1160
324,2020-08-07,55,2020-07-22T10:05:00,1595426700,1,1.14,114
325,2020-08-07,55,2020-07-22T10:30:00,1595428200,5,1,500
326,2020-08-07,55,2020-07-22T13:10:00,1595437800,1,1.06,106
327,2020-08-07,55,2020-07-22T13:30:00,1595439000,8,1,800
328,2020-08-07,55,2020-07-22T15:25:00,1595445900,5,0.9,450
329,2020-08-07,55,2020-07-23T09:30:00,1595511000,5,0.85,425
330,2020-08-07,55,2020-07-23T09:35:00,1595511300,2,0.71,142
331,2020-08-07,55,2020-07-23T10:20:00,1595514000,2,0.7,140
332,2020-08-07,55,2020-07-23T13:15:00,1595524500,2,0.81,162
333,2020-08-07,55,2020-07-23T13:55:00,1595526900,32,0.97,3104
334,2020-08-07,55,2020-07-23T14:00:00,1595527200,2,0.97,194
335,2020-08-07,55,2020-07-24T09:40:00,1595598000,10,1.231,1231
336,2020-08-07,55,2020-07-24T09:55:00,1595598900,2,1.29,258
337,2020-08-07,55,2020-07-24T10:25:00,1595600700,4,1.21,484
338,2020-08-07,55,2020-07-24T11:15:00,1595603700,6,1.05,630
339,2020-08-07,55,2020-07-24T13:35:00,1595612100,1,1.05,105
340,2020-08-07,55,2020-07-27T10:40:00,1595860800,3,0.6,180
341,2020-08-07,55,2020-07-27T11:25:00,1595863500,1,0.61,61
342,2020-08-07,55,2020-07-27T14:40:00,1595875200,14,0.49,686
343,2020-08-07,55,2020-07-27T15:40:00,1595878800,1,0.49,49
344,2020-08-07,55,2020-07-28T09:30:00,1595943000,10,0.4,400
345,2020-08-07,55,2020-07-28T10:20:00,1595946000,1,0.39,39
346,2020-08-07,55,2020-07-28T11:30:00,1595950200,4,0.4,160
347,2020-08-07,55,2020-07-28T12:45:00,1595954700,1,0.36,36
348,2020-08-07,55,2020-07-28T12:55:00,1595955300,1,0.35,35
349,2020-08-07,55,2020-07-29T12:05:00,1596038700,20,0.23,460
350,2020-08-07,55,2020-07-29T15:50:00,1596052200,4,0.23,92
351,2020-08-07,55,2020-07-29T15:55:00,1596052500,30,0.21,630
352,2020-08-07,55,2020-07-30T10:25:00,1596119100,5,0.43,215
353,2020-08-07,55,2020-07-30T11:05:00,1596121500,2,0.45,90
354,2020-08-07,55,2020-07-30T11:40:00,1596123600,1,0.39,39
355,2020-08-07,55,2020-07-30T11:55:00,1596124500,5,0.4,200
356,2020-08-07,55,2020-07-30T13:35:00,1596130500,99,0.35,3465
357,2020-08-07,55,2020-07-30T13:40:00,1596130800,1,0.33,33
358,2020-08-07,55,2020-07-30T15:30:00,1596137400,3,0.29,87
359,2020-08-07,55,2020-07-30T15:35:00,1596137700,2,0.29,58
360,2020-08-07,55,2020-07-31T10:00:00,1596204000,2,0.18,36
361,2020-08-07,55,2020-07-31T11:30:00,1596209400,3,0.19,57
362,2020-08-07,55,2020-07-31T12:35:00,1596213300,18,0.16,288
363,2020-08-07,55,2020-07-31T12:40:00,1596213600,2,0.16,32
364,2020-08-07,55,2020-07-31T14:55:00,1596221700,2,0.15,30
365,2020-08-07,55,2020-07-31T15:10:00,1596222600,3,0.15,45
